客场队名,主场队名,客场胜,客场负,主场胜,主场负,客场比分,主场比分
147,16,17,6,7,19,88,76
16,63,7,20,7,19,91,97
98,16,3,20,7,21,68,100
16,70,9,21,16,9,119,126
84,16,20,6,9,22,99,109
30,16,16,12,10,22,94,96
168,16,11,19,11,22,97,103
70,16,20,10,12,22,84,85
16,30,13,23,18,16,103,87
49,16,24,13,14,24,102,87
42,16,20,19,14,25,88,103
91,16,14,26,15,25,90,105
16,2,16,25,24,16,82,85
16,84,16,26,27,12,88,110
16,91,16,27,14,28,104,102
30,16,23,19,17,27,117,90
9,16,13,33,17,29,99,117
35,16,28,20,18,31,93,90
203,16,39,11,18,32,109,119
196,16,17,34,20,32,105,86
98,16,15,35,20,33,85,96
189,16,33,18,21,33,105,91
16,23,22,34,33,21,82,114
23,16,34,21,22,35,90,72
70,16,31,23,22,36,114,103
16,98,22,37,18,37,96,95
16,196,23,37,20,39,95,100
49,16,36,21,23,39,87,77
175,16,27,33,23,40,102,99
16,147,23,41,44,20,97,129
35,16,38,28,23,45,119,82
16,84,23,46,53,14,89,103
16,2,24,49,39,32,94,95
16,63,24,50,27,46,108,98
16,42,25,50,38,36,93,98
2,16,42,33,25,52,85,99
16,9,26,52,24,53,111,104
16,35,29,52,48,33,99,103
17,190,1,0,0,1,108,111
43,17,0,2,1,1,77,87
24,17,3,0,2,1,99,91
120,17,3,1,2,2,119,110
17,169,2,5,2,5,97,90
17,155,3,5,4,7,99,114
50,17,3,6,3,6,86,92
17,71,4,6,6,5,85,93
31,17,2,10,5,8,94,113
3,17,6,7,6,8,99,79
155,17,8,8,6,9,106,102
57,17,6,11,6,10,100,115
17,85,7,10,14,3,107,97
17,31,8,10,3,14,105,98
85,17,15,5,10,10,110,95
127,17,20,4,11,13,111,109
17,24,11,14,20,3,101,96
17,43,12,14,12,14,107,106
183,17,17,10,13,15,114,97
17,92,14,16,8,20,92,109
17,64,14,21,16,17,91,112
162,17,21,14,15,22,108,110
134,17,13,27,16,22,110,89
17,99,16,23,19,19,104,98
17,31,17,24,7,33,101,104
17,176,17,26,25,20,106,116
92,17,12,33,17,27,87,103
57,17,15,32,18,27,96,113
17,92,19,28,13,37,98,112
36,17,22,25,19,29,95,111
204,17,37,14,21,29,100,109
176,17,33,23,23,32,113,102
50,17,21,39,23,36,85,96
17,113,24,37,30,30,101,114
17,64,25,39,35,27,87,101
17,148,25,43,48,21,103,112
10,17,28,44,26,44,97,96
17,57,26,46,15,57,98,123
31,17,14,59,26,47,111,116
17,24,27,47,52,23,94,101
17,36,27,48,40,34,104,116
43,17,23,53,27,49,111,115
17,71,28,49,34,42,102,95
17,3,29,50,46,32,98,106
17,120,29,52,58,23,111,112
18,107,0,0,0,0,79,89
18,114,0,1,0,1,91,97
37,18,0,1,0,2,102,90
51,18,2,2,0,3,95,98
32,18,2,3,1,3,95,98
18,100,2,5,5,2,103,107
18,121,2,6,3,6,96,89
93,18,4,7,3,7,107,93
163,18,6,5,3,8,88,86
18,72,3,9,5,5,89,99
18,32,3,10,7,7,86,98
149,18,8,5,3,11,104,98
32,18,9,7,3,12,104,88
142,18,13,2,3,13,104,93
156,18,4,13,3,14,106,96
18,44,3,15,4,11,102,109
121,18,6,13,3,17,96,94
177,18,18,8,5,20,117,106
18,37,5,22,10,15,105,110
25,18,10,19,5,23,109,119
18,11,6,23,18,11,103,80
18,93,7,23,13,21,109,86
18,51,8,23,5,29,97,81
170,18,14,19,9,23,95,114
18,205,10,23,21,14,105,104
72,18,27,8,12,23,106,103
37,18,16,20,12,24,93,98
18,65,13,24,25,11,114,111
18,65,17,27,28,15,110,114
11,18,25,20,17,28,103,95
114,18,10,40,20,31,112,101
205,18,33,19,21,32,104,87
100,18,33,22,22,33,89,106
11,18,35,22,23,33,102,93
51,18,10,46,23,34,121,115
18,100,23,35,33,26,95,99
18,184,23,37,41,20,93,103
18,128,23,41,42,20,99,118
18,135,23,42,28,36,85,88
65,18,42,28,26,44,104,108
18,93,27,44,22,51,111,97
18,86,28,44,33,39,102,109
72,18,56,18,28,45,95,105
18,4,29,46,45,30,82,88
86,18,34,41,29,47,98,99
25,18,35,43,30,48,107,103
18,11,31,49,51,29,97,109
18,51,31,50,17,64,112,90
19,73,0,0,0,0,106,94
136,19,0,0,1,0,87,92
5,19,2,0,2,0,94,98
26,19,0,3,3,0,94,82
19,164,3,1,3,2,100,92
19,129,4,1,4,2,120,103
19,143,5,1,7,0,95,109
12,19,8,2,5,5,99,104
19,115,6,5,5,7,96,86
101,19,5,4,7,5,97,95
19,33,7,6,5,8,88,109
87,19,9,4,7,7,81,104
19,122,8,7,10,6,87,103
19,38,8,8,3,13,83,87
192,19,12,10,12,10,93,92
19,59,12,11,1,22,107,95
26,19,13,8,13,11,96,118
45,19,14,11,14,12,116,119
19,87,16,12,16,10,93,92
19,73,17,12,18,12,100,107
45,19,16,13,17,13,99,93
19,52,17,14,14,18,96,108
19,26,18,15,18,14,82,94
94,19,19,15,18,16,89,115
19,45,19,16,19,15,99,94
38,19,10,26,20,16,89,103
19,192,21,17,21,19,101,103
143,19,37,3,21,18,95,113
5,19,23,16,22,18,111,101
19,185,22,19,22,21,123,114
19,136,23,21,19,24,95,92
59,19,7,39,24,21,97,110
12,19,32,12,25,21,114,106
19,66,25,22,31,15,107,111
19,38,25,23,12,36,105,100
19,45,26,23,28,22,95,102
52,19,23,28,26,24,105,111
66,19,34,16,27,25,103,89
108,19,21,32,27,26,103,92
19,101,27,27,24,28,86,98
199,19,21,33,27,28,111,106
59,19,8,48,28,29,91,111
19,33,29,29,24,34,102,91
66,19,39,18,30,29,101,114
19,206,31,29,50,9,81,97
19,52,31,30,25,38,89,102
19,178,32,31,33,31,102,96
19,101,34,32,30,35,81,124
73,19,38,29,34,33,118,114
171,19,26,41,34,34,108,115
38,19,19,49,35,34,103,115
33,19,30,40,36,34,91,92
178,19,37,38,40,35,98,89
19,5,40,36,38,37,94,90
19,87,41,36,44,32,89,107
19,94,41,37,33,44,108,104
101,19,38,40,42,37,99,112
87,19,47,33,43,37,99,93
19,12,0,0,0,0,101,106
19,12,0,1,1,0,90,107
12,19,2,0,0,2,101,91
12,19,3,0,0,3,100,98
95,20,0,1,0,1,82,108
34,20,1,1,1,1,83,98
53,20,1,1,2,1,89,102
20,39,3,1,1,3,101,109
109,20,2,2,3,2,86,103
20,151,4,2,5,1,82,114
20,165,4,3,2,6,100,107
20,207,4,4,5,3,86,96
20,109,4,5,3,5,106,95
20,53,6,5,4,6,102,105
46,20,6,6,6,7,94,92
88,20,4,9,6,9,84,107
20,123,8,9,9,8,88,106
20,46,9,10,10,7,121,114
20,74,10,10,10,9,121,85
6,20,11,9,11,11,91,102
20,116,12,12,6,16,117,90
20,179,13,13,6,18,95,85
20,6,14,15,13,13,82,113
193,20,18,12,14,16,98,86
144,20,26,4,14,17,119,113
13,20,23,6,14,18,90,106
34,20,14,15,15,18,119,94
20,74,15,19,16,16,98,105
20,88,15,20,10,24,107,98
27,20,17,18,16,20,121,116
20,130,17,21,16,22,125,124
20,137,18,23,24,16,77,110
20,158,18,24,15,29,102,97
74,20,24,17,19,24,95,118
102,20,23,19,20,24,112,113
172,20,16,27,21,24,109,104
20,88,21,25,17,30,103,116
200,20,19,30,21,27,98,118
116,20,19,30,22,27,108,116
20,27,23,27,27,22,84,105
158,20,18,36,24,28,102,121
46,20,37,21,28,30,104,98
20,27,31,32,32,31,98,115
13,20,42,20,31,33,101,106
53,20,26,39,32,33,92,112
20,13,33,33,43,22,96,128
137,20,42,25,33,34,97,83
20,6,34,37,33,38,95,117
20,95,34,38,26,46,87,115
20,53,34,39,27,46,95,109
67,20,47,31,35,42,105,102
20,193,36,43,43,37,103,90
102,20,48,32,37,43,105,101
91,35,2,3,2,2,74,82
35,140,6,3,6,5,93,102
126,35,6,6,7,4,85,98
49,35,9,3,8,4,89,96
35,91,10,4,5,9,98,86
35,84,11,4,11,3,89,102
119,35,14,4,11,5,117,111
140,35,11,7,11,6,109,102
30,35,9,9,11,7,97,88
49,35,15,5,11,8,100,97
35,63,11,9,4,18,94,88
16,35,7,17,12,9,105,107
35,49,13,11,18,6,86,100
56,35,13,14,13,12,92,95
42,35,13,13,14,12,93,76
35,30,14,13,14,12,93,108
9,35,7,24,15,14,100,103
35,203,16,14,24,8,73,104
35,119,16,15,24,6,110,93
35,98,17,15,4,26,115,113
168,35,13,20,18,15,93,113
35,56,19,15,15,20,109,89
23,35,23,14,21,15,86,97
70,35,22,16,23,16,89,94
35,49,24,16,25,13,88,85
35,112,25,16,17,21,91,83
35,189,26,16,27,14,77,101
35,98,29,20,13,35,74,89
203,35,39,12,29,21,111,86
105,35,33,20,30,22,108,119
30,35,26,25,31,22,111,113
35,30,32,22,26,26,97,94
182,35,30,26,33,22,106,96
189,35,36,18,33,23,76,72
35,196,33,24,20,37,101,97
175,35,25,32,34,24,98,90
98,35,19,40,35,26,78,95
35,70,36,26,34,27,93,80
35,56,37,26,23,39,97,106
70,35,36,29,38,27,105,93
35,175,39,28,32,35,113,96
35,161,40,29,23,47,102,100
35,126,41,29,33,37,111,93
35,105,42,29,49,24,87,109
35,133,42,30,37,36,107,116
35,9,42,31,22,51,113,95
2,35,40,33,43,31,92,90
35,63,47,32,31,48,87,93
2,35,0,1,1,0,90,82
35,2,1,1,1,1,76,79
35,2,2,3,3,2,95,92
36,92,1,1,1,2,86,107
134,36,0,3,1,2,88,104
24,36,6,0,2,3,96,91
36,169,2,4,1,5,86,107
36,162,2,5,5,3,100,98
127,36,8,2,3,6,108,98
36,113,3,8,7,6,81,111
17,36,4,8,3,9,109,97
36,64,3,10,6,7,102,100
155,36,7,8,4,10,99,94
36,190,4,12,8,7,97,88
106,36,10,6,5,12,111,87
148,36,15,8,7,14,93,102
36,17,8,14,10,13,99,103
99,36,10,13,9,15,113,107
36,57,9,16,7,19,120,121
24,36,22,5,9,17,103,86
3,36,10,16,9,18,95,78
31,36,6,22,9,19,93,104
36,204,10,20,24,7,92,113
36,120,10,21,25,6,95,93
10,36,11,21,11,21,82,89
141,36,24,13,13,21,98,102
36,64,15,21,17,17,80,96
36,71,15,22,20,18,127,110
36,50,16,22,15,25,103,80
36,43,19,22,15,30,85,79
120,36,37,10,20,23,120,95
36,24,20,24,35,10,96,97
57,36,15,33,20,25,102,108
36,141,25,27,33,22,86,93
36,106,26,29,25,31,112,89
3,36,33,26,28,29,80,96
190,36,34,25,29,29,94,103
36,43,30,29,20,41,84,91
169,36,22,40,30,30,89,104
64,36,35,26,31,30,97,101
36,85,32,30,44,17,96,95
36,99,33,30,34,31,94,101
162,36,38,28,33,31,95,108
36,176,36,31,42,28,107,104
10,36,29,44,37,33,97,108
113,36,36,35,38,33,99,114
17,36,27,48,40,34,104,116
36,57,41,34,17,59,105,101
36,92,43,34,22,55,111,115
71,36,35,43,43,35,93,88
36,10,44,37,32,49,85,114
36,64,1,0,0,1,95,100
64,36,1,2,2,1,87,79
36,64,2,2,2,2,113,115
36,64,3,3,3,3,104,103
36,85,0,1,1,0,82,94
85,36,2,0,0,2,90,104
36,85,1,3,3,1,94,96
121,37,1,2,1,1,85,116
93,37,2,4,3,2,96,104
37,163,4,2,4,3,104,112
37,128,4,4,6,3,87,97
86,37,5,5,4,5,95,83
37,121,4,7,3,10,94,92
37,205,5,7,8,4,87,99
37,51,6,9,4,14,98,93
72,37,11,6,8,9,98,75
11,37,11,7,8,10,110,88
37,4,8,11,12,8,80,105
37,11,10,14,14,10,91,95
107,37,12,16,11,15,96,102
37,44,12,15,10,16,109,107
25,37,10,20,13,15,110,85
37,4,14,16,22,9,96,82
37,86,16,16,14,20,84,88
177,37,25,10,16,17,96,88
58,37,5,29,16,19,90,88
37,18,16,20,12,24,93,98
184,37,26,11,16,21,113,99
37,100,16,23,27,12,102,80
37,170,17,24,16,25,103,100
37,149,18,24,28,14,84,123
37,135,18,25,15,28,73,108
37,72,18,26,37,8,102,113
65,37,31,15,18,27,127,122
149,37,33,15,18,28,100,102
37,65,19,28,33,16,109,93
51,37,10,39,20,28,88,92
37,100,21,28,31,20,77,114
37,156,21,31,13,40,114,105
37,107,22,31,20,35,110,82
37,184,23,32,39,18,98,102
37,177,23,33,39,21,104,94
142,37,46,11,24,33,108,110
163,37,32,30,25,34,108,100
135,37,25,36,25,35,95,88
37,86,25,37,28,35,98,104
37,58,25,38,15,50,94,87
37,114,26,38,14,51,122,106
11,37,47,26,30,40,98,106
25,37,32,41,32,40,106,111
65,37,45,30,34,40,109,114
128,37,50,26,35,41,96,106
100,37,45,33,36,42,80,117
37,32,37,42,39,40,73,96
93,37,25,56,37,44,88,101
37,72,0,0,0,0,92,99
72,37,2,0,0,2,83,91
72,37,2,1,1,2,115,120
38,206,0,1,0,1,75,102
38,73,0,4,4,1,87,101
157,38,0,4,0,5,104,98
38,171,1,7,2,7,109,111
38,143,1,8,10,0,99,107
38,122,3,11,9,6,99,110
38,52,5,13,9,10,91,108
143,38,21,0,5,14,114,98
185,38,10,11,5,15,105,110
94,38,12,11,7,16,105,82
87,38,14,9,7,17,104,98
38,26,7,18,15,9,97,104
38,5,7,20,15,10,105,102
178,38,15,13,8,20,119,118
38,87,8,22,18,11,111,105
38,94,9,22,18,13,93,100
45,38,18,15,10,23,103,94
66,38,21,15,10,24,91,74
94,38,19,17,10,25,83,77
206,38,32,6,10,27,106,79
52,38,20,20,10,28,104,110
136,38,18,24,11,32,108,86
122,38,33,12,11,33,106,116
38,178,12,34,26,22,79,91
38,199,12,35,17,28,103,105
26,38,25,23,12,37,114,100
171,38,21,28,12,38,119,128
38,59,13,38,7,43,98,103
192,38,30,22,14,39,109,90
52,38,23,32,14,40,98,109
38,129,15,41,29,27,104,112
38,164,15,42,14,43,116,106
38,136,16,42,28,29,98,96
38,150,17,42,38,20,95,105
38,157,17,43,11,49,101,107
38,115,18,44,19,43,118,132
38,66,18,45,41,20,99,104
38,59,18,46,8,56,89,95
33,38,28,38,18,47,109,100
59,38,9,57,18,48,114,131
38,5,19,48,33,33,102,118
38,19,19,49,35,34,103,115
12,38,51,20,19,51,95,104
26,38,38,33,20,51,110,120
38,87,21,51,42,30,99,110
38,12,21,53,52,22,87,107
199,38,28,47,21,55,106,87
38,101,21,56,37,40,103,121
38,26,21,58,42,37,105,129
101,38,39,41,21,59,120,111
66,38,55,26,21,60,103,96
39,46,0,0,0,0,117,122
39,34,1,1,0,1,108,110
116,39,1,4,2,4,110,119
39,165,3,5,3,6,122,104
39,123,4,7,7,5,105,124
46,39,8,6,4,9,111,92
172,39,6,10,4,11,122,105
34,39,8,8,5,12,111,93
39,34,5,13,9,8,103,112
102,39,6,12,5,14,118,113
39,207,6,15,18,5,101,130
39,186,6,16,17,7,118,122
39,95,7,17,11,16,111,118
39,60,7,18,6,20,107,108
39,67,7,19,19,8,104,116
39,13,7,21,21,6,99,119
39,6,8,22,15,16,99,101
39,102,8,23,15,16,95,118
137,39,21,13,8,24,101,89
39,27,8,25,18,18,109,121
13,39,26,8,8,26,116,108
60,39,9,25,8,27,105,95
74,39,21,16,8,28,117,97
39,67,8,30,25,13,113,132
186,39,31,11,8,31,137,112
207,39,34,9,9,34,112,86
88,39,15,30,9,35,109,106
53,39,21,29,9,39,95,90
27,39,26,22,9,40,106,97
67,39,30,21,9,41,103,95
193,39,33,23,9,45,112,103
34,39,24,30,9,46,129,125
39,109,9,47,25,32,109,129
39,144,9,48,48,9,95,112
39,172,9,49,25,35,109,100
39,137,10,49,37,24,97,112
39,193,10,51,36,27,122,109
39,74,11,51,34,29,105,110
39,179,11,52,27,36,96,105
165,39,22,49,14,56,98,126
39,102,15,56,43,28,108,129
39,74,15,57,37,35,107,92
60,39,27,46,16,57,106,101
39,20,16,58,34,41,89,90
95,39,27,49,16,59,111,121
74,39,39,37,17,59,82,91
6,39,39,40,19,60,106,107
39,46,20,60,51,29,105,114
39,6,20,61,40,41,73,112
28,194,0,0,0,0,91,95
28,110,0,1,0,1,85,96
28,40,1,3,3,1,102,105
28,21,1,4,2,2,94,90
194,28,5,0,2,4,87,81
152,28,8,2,5,5,118,107
28,54,5,6,2,10,79,90
28,14,5,9,5,10,89,103
89,28,15,4,6,12,85,96
82,28,13,8,7,12,88,78
180,28,8,13,8,13,91,97
28,166,11,16,5,21,84,79
68,28,19,13,12,16,95,80
28,0,12,17,19,10,77,90
173,28,24,7,12,18,87,99
28,82,13,18,27,9,89,101
28,180,14,23,18,23,84,93
96,28,12,27,14,24,87,100
28,7,15,24,8,33,102,88
187,28,20,23,16,24,94,81
28,0,16,25,30,14,83,92
68,28,29,16,16,26,90,98
14,28,18,32,19,29,89,78
61,28,14,37,19,30,74,92
28,96,20,30,13,37,85,100
28,187,20,31,28,26,86,89
21,28,23,28,20,32,103,97
14,28,22,39,22,36,90,92
40,28,45,15,23,37,89,83
54,28,34,31,25,38,74,102
28,40,26,38,46,17,56,87
89,28,42,26,26,40,93,89
47,28,35,33,27,41,95,100
166,28,17,52,28,41,97,90
0,28,52,19,29,42,95,87
28,61,29,44,20,53,104,98
28,21,30,44,34,42,88,89
28,89,31,45,48,29,72,78
28,82,31,46,54,23,90,85
28,14,32,46,27,51,100,110
61,28,22,58,33,47,86,93
97,29,0,2,1,1,81,102
29,104,2,1,3,2,86,91
29,167,2,3,2,5,100,103
202,29,6,3,2,6,103,106
15,29,2,8,3,6,93,102
29,174,4,6,6,5,76,102
29,181,6,10,10,7,105,99
29,1,7,10,16,4,100,107
153,29,11,8,7,11,89,100
15,29,4,17,8,11,82,103
29,15,10,11,4,20,80,88
1,29,19,6,10,12,113,90
29,8,11,14,10,14,113,112
90,29,16,11,12,14,99,94
90,29,20,12,13,18,93,90
97,29,7,26,13,20,118,119
55,29,22,16,14,23,93,97
1,29,32,8,15,23,106,104
48,29,18,21,15,24,114,119
29,62,16,24,13,27,105,99
8,29,16,24,18,24,105,115
29,125,20,24,21,24,116,87
41,29,24,21,21,24,100,91
22,29,27,19,22,25,125,104
188,29,27,22,24,27,99,95
8,29,17,34,25,28,98,107
125,29,27,29,27,28,94,116
22,29,37,22,29,30,105,99
29,22,29,32,40,22,109,118
62,29,22,42,30,33,86,92
55,29,34,30,31,33,90,85
30,42,0,0,0,1,99,88
189,30,2,1,2,0,108,90
30,98,2,1,0,3,101,91
42,30,2,3,3,1,96,92
30,56,3,2,4,2,105,96
23,30,3,5,4,2,85,99
2,30,5,6,6,4,93,86
49,30,9,4,7,5,102,88
30,112,7,6,6,8,85,95
42,30,9,7,7,7,88,91
30,196,8,7,4,11,81,102
30,35,9,9,11,7,97,88
168,30,7,13,10,9,85,98
30,9,11,9,5,18,90,86
147,30,16,6,12,9,111,85
9,30,5,23,14,11,94,82
84,30,20,7,15,12,85,104
203,30,25,8,16,13,117,110
30,2,17,16,19,13,104,96
16,30,13,23,18,16,103,87
30,154,19,17,16,21,88,104
30,126,20,18,20,19,110,104
30,9,22,18,11,32,108,113
30,49,24,20,28,15,86,96
91,30,14,32,24,21,98,107
30,133,25,22,27,22,86,100
16,30,19,32,25,23,105,100
98,30,14,35,25,24,102,90
56,30,22,28,25,25,92,94
30,35,26,25,31,22,111,113
35,30,32,22,26,26,97,94
70,30,30,23,26,27,103,102
30,175,26,28,25,30,95,90
30,182,27,28,31,27,110,107
133,30,32,27,29,28,108,109
30,140,30,29,35,28,103,93
30,168,31,29,22,42,115,113
84,30,49,14,32,31,107,94
91,30,18,48,32,32,109,115
126,30,31,35,33,32,95,102
30,70,34,32,37,30,90,98
70,30,38,31,34,34,104,99
30,49,36,38,48,26,83,101
63,30,29,47,36,39,83,100
30,91,37,40,19,59,103,113
105,30,55,25,37,43,112,111
30,119,37,44,60,21,95,89
30,84,0,0,0,0,87,110
84,30,2,0,0,2,104,91
84,30,3,0,0,3,88,77
31,50,0,0,0,0,83,90
31,43,0,1,0,1,105,98
10,31,2,2,1,2,104,109
176,31,3,3,2,2,91,83
31,85,2,3,4,3,95,118
31,24,2,5,8,0,77,104
120,31,5,3,2,6,92,79
99,31,6,8,2,11,100,92
43,31,7,11,2,13,85,92
31,99,3,15,9,9,109,105
31,3,4,16,8,10,78,74
204,31,16,4,5,16,109,77
3,31,8,12,5,17,91,90
31,176,5,18,13,10,93,106
50,31,7,17,5,19,107,101
31,10,5,20,9,15,111,114
57,31,8,19,5,21,106,116
31,36,6,22,9,19,93,104
113,31,14,15,6,23,117,95
31,155,6,24,13,18,94,79
31,134,7,24,10,24,87,96
31,162,7,25,19,12,100,116
3,31,15,18,7,27,81,72
31,120,7,28,27,9,85,101
31,64,7,29,18,17,94,116
190,31,18,19,7,30,82,77
31,204,7,32,31,9,82,110
31,10,8,33,15,27,78,93
148,31,31,15,8,35,114,86
162,31,26,18,8,36,126,117
31,92,8,37,12,35,102,113
31,190,8,38,25,20,90,99
50,31,19,28,8,39,98,101
31,106,9,39,23,23,100,110
197,31,22,29,9,42,102,98
106,31,24,28,10,43,101,90
24,31,41,13,10,44,110,100
31,24,11,45,43,13,96,101
36,31,27,29,11,46,107,98
134,31,21,38,11,47,88,114
169,31,21,39,12,47,116,102
31,197,12,48,24,37,104,112
92,31,19,45,12,50,98,105
31,113,13,50,31,31,101,112
31,71,13,51,27,35,97,102
31,50,13,52,26,40,94,115
31,127,13,54,43,24,115,120
31,141,13,55,43,26,110,115
155,31,24,46,13,58,105,108
31,85,14,60,51,22,77,96
31,3,14,61,43,32,90,102
64,31,44,32,14,62,102,98
24,31,53,25,14,63,104,102
10,31,32,47,14,64,116,119
31,64,15,65,47,33,100,110
71,31,37,44,15,66,111,103
32,100,1,1,1,1,97,108
32,25,1,2,1,2,87,81
4,32,3,1,2,2,95,86
121,32,2,5,3,4,78,85
32,37,6,5,4,6,122,118
32,65,7,5,9,2,82,124
32,18,9,7,3,12,104,88
184,32,12,4,10,7,117,103
32,11,10,8,8,7,108,111
86,32,9,9,10,10,85,109
149,32,16,6,11,12,106,111
32,128,13,12,19,6,97,104
32,170,13,13,11,14,108,107
32,149,14,13,18,8,102,106
32,72,14,15,21,7,107,77
32,11,16,16,18,13,96,80
32,51,17,17,5,30,95,82
163,32,20,16,18,17,102,96
32,58,18,18,5,28,97,77
114,32,5,29,19,18,84,98
32,4,20,18,25,12,87,95
51,32,5,35,20,19,79,95
135,32,14,28,21,20,101,99
32,205,22,21,28,17,95,101
32,93,23,22,15,33,115,100
128,32,32,15,24,22,88,95
37,32,21,29,28,23,97,103
170,32,18,33,29,23,103,111
107,32,20,33,30,23,81,89
32,107,32,27,20,39,95,106
93,32,21,44,33,30,91,97
32,198,34,32,36,30,84,85
205,32,41,25,34,33,114,103
11,32,45,26,34,35,108,90
86,32,32,37,34,36,88,89
142,32,59,13,36,36,108,95
32,44,37,38,34,41,110,101
11,32,50,27,38,39,104,99
37,32,37,42,39,40,73,96
44,32,39,42,41,40,105,100
32,4,0,0,0,0,91,103
32,4,0,1,1,0,82,91
32,4,1,3,3,1,94,88
52,33,0,0,0,0,122,97
33,66,0,2,2,0,87,106
33,38,0,3,0,3,103,96
59,33,0,3,1,3,87,91
33,52,2,3,2,3,99,92
33,108,4,4,3,4,102,103
12,33,8,1,4,5,105,108
33,101,5,5,4,4,86,115
33,12,5,6,8,3,100,115
33,26,5,7,7,5,86,123
19,33,7,6,5,8,88,109
33,94,6,9,7,8,90,114
108,33,6,11,6,11,74,92
33,19,7,12,10,9,95,102
52,33,10,10,7,13,91,106
129,33,9,12,8,13,88,90
150,33,12,9,9,13,109,95
33,66,9,14,14,9,83,90
33,150,10,16,15,10,90,103
33,143,10,17,25,1,112,121
33,122,12,20,21,10,123,131
33,5,14,22,20,12,106,117
178,33,21,15,14,23,95,96
33,52,15,23,18,20,88,100
5,33,22,14,15,24,101,106
33,101,16,24,17,19,101,106
73,33,23,16,16,25,101,108
33,192,20,27,26,20,83,103
87,33,25,21,20,28,107,103
33,171,20,29,20,27,104,111
33,129,20,30,23,26,95,107
33,136,20,31,23,25,81,84
45,33,31,22,20,32,111,112
101,33,23,27,21,32,92,99
33,73,22,33,31,25,117,109
157,33,11,46,23,33,101,108
33,45,24,33,33,25,107,112
19,33,29,29,24,34,102,91
26,33,31,29,25,35,104,99
115,33,19,42,25,36,101,116
33,5,26,37,31,30,90,100
87,33,37,26,26,38,108,114
199,33,24,40,27,38,92,103
33,38,28,38,18,47,109,100
192,33,39,29,29,39,86,96
136,33,33,36,30,39,94,85
33,12,30,41,50,20,104,113
164,33,20,54,30,44,94,105
94,33,32,43,31,44,110,113
5,33,38,38,32,44,102,98
12,33,55,22,32,45,109,80
33,94,33,47,34,46,98,107
26,33,44,37,33,48,97,92
39,34,1,1,0,1,108,110
34,20,1,1,1,1,83,98
34,200,1,2,0,3,117,113
27,34,2,2,2,2,107,125
172,34,2,4,3,2,91,117
34,179,4,2,0,5,75,86
34,88,5,5,2,8,73,96
95,34,6,7,5,7,89,93
67,34,9,6,6,7,105,99
34,95,6,8,6,10,104,96
207,34,16,4,10,8,97,96
130,34,12,10,10,9,107,115
34,67,11,11,16,7,100,122
6,34,13,11,11,12,97,108
34,6,12,12,13,12,95,69
13,34,19,6,13,12,114,108
34,13,13,13,20,6,102,113
102,34,13,15,13,14,96,123
34,102,14,14,13,16,102,107
34,20,14,15,15,18,119,94
34,116,15,15,10,22,99,116
123,34,21,13,16,16,94,98
34,53,17,16,16,18,105,104
34,207,18,18,30,7,109,107
88,34,11,29,19,18,108,116
34,186,20,20,32,12,92,111
34,95,20,21,17,27,96,112
34,88,20,22,13,30,97,109
60,34,16,27,21,23,114,109
34,109,21,27,21,27,117,121
34,165,21,28,16,34,137,112
158,34,18,37,22,29,122,114
34,39,24,30,9,46,129,125
137,34,35,22,25,30,109,95
165,34,18,40,25,31,96,100
34,13,26,31,40,17,95,102
109,34,27,33,26,32,110,98
151,34,36,24,26,33,101,112
67,34,37,25,27,33,94,101
53,34,26,38,29,33,93,104
116,34,27,37,31,33,95,102
34,151,32,34,40,27,97,96
34,158,33,34,20,48,107,103
34,144,34,34,54,14,92,117
34,130,34,35,32,37,93,90
34,172,35,35,27,43,116,98
74,34,37,34,36,35,97,100
34,46,38,36,48,26,103,100
20,34,35,41,39,36,105,108
179,34,31,44,40,36,109,105
34,123,40,37,43,33,79,110
34,60,40,39,28,51,90,82
34,67,0,0,0,0,97,83
34,67,1,0,0,1,100,106
67,34,1,1,1,1,77,104
67,34,1,2,2,1,87,76
34,67,2,2,2,2,93,118
67,34,3,2,2,3,92,89
68,187,0,0,0,0,119,104
110,187,1,1,1,1,89,109
187,152,2,1,3,0,105,124
187,138,2,2,2,1,109,115
187,166,2,4,3,2,100,91
159,187,3,3,3,4,99,109
173,187,4,2,4,4,106,91
40,187,7,2,4,5,116,110
187,96,4,8,3,7,86,89
82,187,8,4,4,9,95,97
138,187,7,8,6,9,111,116
152,187,13,4,7,10,96,98
187,68,8,10,11,7,109,112
180,187,6,12,8,11,127,111
187,103,8,12,12,6,107,108
187,159,8,14,11,10,104,98
187,145,9,14,5,18,84,83
124,187,12,12,10,14,73,86
187,21,12,17,13,14,104,90
61,187,10,19,13,17,85,96
187,166,14,17,5,23,98,100
187,152,14,19,23,10,104,85
117,187,23,12,15,19,105,110
131,187,24,12,16,19,99,110
187,117,17,19,24,13,100,109
187,14,17,21,12,25,107,99
173,187,26,12,18,21,70,89
0,187,27,13,19,21,96,84
180,187,20,23,19,23,110,115
187,28,20,23,16,24,94,81
187,61,21,23,13,31,100,98
187,54,22,24,20,25,99,94
96,187,13,32,23,24,93,107
89,187,31,17,24,24,97,100
187,180,27,24,23,28,93,95
152,187,35,16,27,25,93,84
28,187,20,31,28,26,86,89
103,187,31,23,29,26,108,116
54,187,26,28,30,26,91,102
187,103,31,26,32,25,107,120
201,187,49,10,33,28,93,109
